date,AOT,CCU,CTI,CWS,KDB,RGB,SDD,SLP,TSM,TUR
2023-08-16,,0.09238528,-0.0053807157,,,,,,,
2023-08-17,,0.09365949,-0.009104686,,,,,,,
2023-08-18,,0.098431975,-0.012144347,,,,,,,
2023-08-19,,0.07816645,-0.014618745,,,,,,,
2023-08-20,,0.09197181,-0.01712751,,,,,,,
2023-08-21,,0.08709503,-0.019654145,,,,,,,
2023-08-22,,0.08139241,-0.020856977,,,,,,,
2023-08-23,,0.10883072,-0.018820822,,,,,,,
2023-08-24,,0.12506557,-0.012471518,,,,,,,
2023-08-25,,0.08508508,-0.0028532562,,,,,,,
2023-08-26,,0.10138874,0.007005296,,,,,,,
2023-08-27,,0.115298375,0.013357076,,,,,,,
2023-08-28,,0.10376952,0.013618537,,,,,,,
2023-08-29,,0.07070942,0.0077778585,,,,,,,
2023-08-30,,0.06850714,-0.0014510971,,,,,,,
2023-08-31,,0.12709157,-0.009847829,,,,,,,
2023-09-01,,0.13543995,-0.013731261,,,,,,,
2023-09-02,,0.08385994,-0.011886734,,,,,,,
2023-09-03,,0.046880495,-0.0061092894,,,,,,,
2023-09-04,,0.04928523,1.787052e-05,,,,,,,
2023-09-05,,0.06775904,0.0033118445,,,,,,,
2023-09-06,,0.051423904,0.00285793,,,,,,,
2023-09-07,,0.093985885,-1.3196797e-05,,,,,,,
2023-09-08,,0.078202434,-0.0030767769,,,,,,,
2023-09-09,,0.064238146,-0.0050268774,,,,,,,
2023-09-10,,0.09357678,-0.0061365077,,,,,,,
2023-09-11,,0.03486563,-0.007634618,,,,,,,
2023-09-12,,0.031756047,-0.010286349,,,,,,,
2023-09-13,,0.08889446,-0.013752156,,,,,,,
2023-09-14,,0.10832813,-0.016865497,,,,,,,
2023-09-15,,0.18290259,-0.018656963,,,,,,,
2023-09-16,,0.20635283,-0.01906139,,,,,,,
2023-09-17,,0.18034244,-0.018682258,,,,,,,
2023-09-18,,0.16295902,-0.017937187,,,,,,,
2023-09-19,,0.13580072,-0.016348349,,,,,,,
2023-09-20,,0.1209389,-0.0126089845,,,,,,,
2023-09-21,,0.154736,-0.0057788193,,,,,,,
2023-09-22,,0.12932086,0.003532616,,,,,,,
2023-09-23,,0.07661674,0.012679641,,,,,,,
2023-09-24,,0.08595421,0.017877253,,,,,,,
2023-09-25,,0.06510498,0.016201809,,,,,,,
2023-09-26,,0.07708853,0.0074831294,,,,,,,
2023-09-27,,0.08139269,-0.0052072336,,,,,,,
2023-09-28,,0.08958153,-0.016844327,,,,,,,
2023-09-29,,0.090509735,-0.02275814,,,,,,,
2023-09-30,,0.09802688,-0.020774497,,,,,,,
2023-10-01,,0.16162659,-0.012089634,,,,,,,
2023-10-02,,0.169364,-0.00053034583,,,,,,,
2023-10-03,,0.13219245,0.009362022,,,,,,,
2023-10-04,,0.13736965,0.014372404,,,,,,,
2023-10-05,,0.18194163,0.013840134,,,,,,,
2023-10-06,,0.22430272,0.009435705,,,,,,,
2023-10-07,,0.18226765,0.003684929,,,,,,,
2023-10-08,,0.1336484,-0.0018054859,,,,,,,
2023-10-09,,0.15484846,-0.0068246657,,,,,,,
2023-10-10,,0.12178133,-0.011910653,,,,,,,
2023-10-11,,0.0681622,-0.017014787,,,,,,,
2023-10-12,,0.07869607,-0.02108627,,,,,,,
2023-10-13,,0.07893204,-0.022858217,,,,,,,
2023-10-14,,0.07595547,-0.021879453,,,,,,,
2023-10-15,,0.090995654,-0.018870035,,,,,,,
2023-10-16,,0.069792144,-0.014842265,,,,,,,
2023-10-17,,0.06837181,-0.010196719,,,,,,,
2023-10-18,,0.0797557,-0.004388208,,,,,,,
2023-10-19,,0.06446363,0.0031556825,,,,,,,
2023-10-20,,0.069093876,0.011988184,,,,,,,
2023-10-21,,0.08202818,0.019984065,,,,,,,
2023-10-22,,0.11803047,0.023965646,,,,,,,
2023-10-23,,0.13036814,0.021217965,,,,,,,
